Unnamed: 0,Dosya Adı,Cümle Sayısı,Hece Sayısı,Cümle Başına Ortalama Kelime Sayısı,Cümle Başına Ortalama Hece Sayısı,Ateşman Okunabilirlik Puanı,Ofansif Cümle Sayısı,Ofansif Cümle Oranı,Ofansif Cümle Yüzdesi,Ofansif Kelime Sayısı,Ofansif Kelime Oranı,Kelime Sayısı,Ofansif Kelime Sayısının Ofansif Olmayan Kelime Sayısına oranı,FRES,CetinKayaUzun,Ortalama Cümle Ofansifliği,Önerilen Yaş Aralığı
84,Milliyet Çocuk Kitapları 032 - Çocuklara Kâğıt Katlama Oyunları - Bora Sevinç_djvu.txt,466,12552,12.71673819742489,26.93562231759657,80.53870074987796,91,0.1952789699570815,0.2426666666666667,47,0.0079311508606142,5926,0.0079945568974315,211.8468357380511,51.43137120625047,0.1992510819677493,8-12
85,Milliyet Çocuk Kitapları 035 - Kediler Kralı - Barbara Sleigh_djvu.txt,4684,80309,7.450256191289496,17.14538855678907,86.92448919097941,300,0.0640478223740392,0.0684306569343065,485,0.013898042811703,34897,0.0140939207253283,218.7421173979986,51.78452055510462,0.0663773260992279,8-12
86,Milliyet Çocuk Kitapları 039 - Cambazhane Köpeği - Jack London_djvu.txt,3423,61501,7.693835816535203,17.96698802220275,84.92563943773742,367,0.1072158924919661,0.1200916230366492,280,0.0106318347509113,26336,0.0107460853546208,218.7819253886226,50.66628576388187,0.111284785766812,8-12
87,Milliyet Çocuk Kitapları 041 - Pembe Yunus - Ömür Candaş [Alt]_djvu.txt,5285,96517,7.770860927152317,18.26244087038789,84.12705855611432,233,0.0440870387890255,0.0461203483768804,572,0.0139277800774306,41069,0.0141245030496086,218.8295752336683,50.20497513253014,0.0480469234977419,8-12
88,Milliyet Çocuk Kitapları 041 - Pembe Yunus - Ömür Candaş_djvu.txt,5322,97680,7.856257046223225,18.35400225479143,84.46223698623189,255,0.0479143179255918,0.0503256364712847,577,0.0138001961206381,41811,0.0139933064946403,218.6253821288648,50.48303533945111,0.0516702190598856,8-12
89,Milliyet Çocuk Kitapları 047 - Afrika Kraliçesi - C. S. Forester_djvu.txt,2710,62253,9.668634686346865,22.97158671586716,78.13858971090627,187,0.0690036900369003,0.0741181133571145,493,0.0188153576062896,26202,0.0191761639892644,217.1213426630625,47.69257149697877,0.0708146096798943,8-12
90,Milliyet Çocuk Kitapları 052 - Fıkralarda Çocuklar - Hakkı Özkan_djvu.txt,2441,50980,9.04752150757886,20.8848832445719,82.4728434407229,281,0.1151167554281032,0.1300925925925926,209,0.0094634367217568,22085,0.0095538489669043,217.1804412414625,50.0506589706802,0.1178897168458314,8-12
91,Milliyet Çocuk Kitapları 055 - Sazlı Gölün Ördekleri - Mehmet Emin Töreci [Alt]_djvu.txt,4396,67790,6.624203821656051,15.42083712465878,88.01030433042277,400,0.0909918107370336,0.1001001001001001,353,0.0121222527472527,29120,0.0122710049709736,219.805918011129,51.8943757677434,0.0966885243933368,8-12
92,Milliyet Çocuk Kitapları 055 - Sazlı Gölün Ördekleri - Mehmet Emin Töreci_djvu.txt,4387,67887,6.645999544107591,15.47458399817643,87.93523749252702,396,0.0902666970594939,0.0992232523177148,352,0.012072986692276,29156,0.0122205249270934,219.7876236744196,51.8614524766954,0.0960521924134079,8-12
93,Milliyet Çocuk Kitapları 057 - İhtiyar Sarı -  Fred Gibson_djvu.txt,2429,50141,8.985590778097983,20.64265129682997,83.07834091072937,218,0.0897488678468505,0.0985979194934418,363,0.0166315403647026,21826,0.0169128267250617,217.1498338271966,50.39790123259385,0.0961443032331436,8-12
94,Milliyet Çocuk Kitapları 064 - Olaylar Gemisi - Mükerrem Kamil Su_djvu.txt,4311,76936,7.645789839944328,17.84643934122013,85.09491250366806,240,0.0556715379262352,0.0589535740604274,321,0.009738782197142,32961,0.0098345588235294,218.821453320648,50.74131748351424,0.0589055839085875,8-12
95,Milliyet Çocuk Kitapları 075 - Deve Tellal Pire Berber İken - Tarık Dursun K [Alt]_djvu.txt,4344,81799,8.70902394106814,18.83034069981584,89.22949654637718,480,0.1104972375690608,0.124223602484472,448,0.0118418270247409,37832,0.0119837363578001,216.2872507230766,54.17837395009321,0.1162319023459436,8-12
96,Milliyet Çocuk Kitapları 075 - Deve Tellal Pire Berber İken - Tarık Dursun K_djvu.txt,2956,75333,11.92354533152909,25.48477672530447,81.83655386282857,328,0.1109607577807848,0.1248097412480974,410,0.0116325256766725,35246,0.0117694339189344,212.8145733434602,51.70195112434951,0.1149065203264919,8-12
97,Milliyet Çocuk Kitapları 078 - Kurtuluş Güneşi - Selma Mine_djvu.txt,6088,89928,6.138633377,14.77135348,86.13032626,594,0.097568988,0.108117947,451,0.012067858,37372,0.01221527,220.96153,50.33003828,0.10231505,8-12
98,Milliyet Çocuk Kitapları 095 - Okyanus Çocukları - Hakkı Özkan_djvu.txt,4010,84613,8.634413965,21.10049875,78.11082711,224,0.055860349,0.059165346,424,0.012245841,34624,0.012397661,218.7453414,46.93280246,0.059801645,8-12
99,Milliyet Çocuk Kitapları 105 - Gökkuşağı - Şahap Sıtkı [Alt]_djvu.txt,4932,73967,6.455596107,14.99736415,88.64305629,291,0.059002433,0.062702004,299,0.009390998,31839,0.009480025,219.9364793,52.18273173,0.063480502,8-12
100,Milliyet Çocuk Kitapları 105 - Gökkuşağı - Şahap Sıtkı.txt,4713,72690,6.141947804,15.42329726,81.90942451,193,0.040950562,0.042699115,287,0.009914672,28947,0.010013957,221.8451763,47.60214619,0.044564747,8-12
101,Oğuz Atay - Bir Bilim Adamının Romanı-İletişim (1992).txt,5551,157914,11.1017834624392,28.44784723473248,66.90261894358086,200,0.0360295442262655,0.0373761913660997,445,0.0072209781585694,61626,0.0072734999427926,217.2450794263603,41.45258769132759,0.0393797736746646,15-18
102,Orhan-Pamuk-Cevdet-Bey-ve-Ogullari.txt,25153,412527,6.452431121536199,16.40070766906532,79.8678488109179,2191,0.0871069057368902,0.0954185175507359,3416,0.0210477023746441,162298,0.0215002328772296,221.7893032190444,46.50426204978279,0.0879153756563138,15-18
103,Reşat Nuri Güntekin - Çalıkuşu.txt,9868,234323,9.324179164977703,23.74574381840292,72.17583714688163,660,0.0668828536684231,0.0716768027801911,838,0.009107606699199,92011,0.0091913176049927,218.9159101641544,43.58852840721816,0.0699253908450969,15-18
104,Sabahattin Ali - Kuyucaklı Yusuf-Türkiye İş Bankası Kültür Yayınları (2020).txt,5735,142869,9.828421970357454,24.91176983435048,71.34260052941757,865,0.1508282476024412,0.1776180698151951,503,0.0089238193237057,56366,0.009004170918139,218.3024284981569,43.41122943564358,0.1531967257777977,15-18
105,Sevim Ak - Vanilya.txt,2316,37644,6.377374784110535,16.2538860103627,79.78684260561775,98,0.042314335060449,0.0441839495040577,145,0.0098171970209884,14770,0.0099145299145299,221.9237953321102,46.39802825863002,0.0452413409166717,8-12
106,Stendhal - Kırmızı ve Siyah.txt,11916,345928,11.74185968445787,29.03054716347768,68.8501676478481,1375,0.1153910708291373,0.1304430319704013,2481,0.0177320678121158,139916,0.0180521701167824,215.8334971682669,43.17145458373666,0.1201274273499572,15-18
107,Suzanne Collins - Açlık Oyunları.txt,10112,209393,7.946696994,20.70737737,73.39674109,460,0.045490506,0.047658516,1555,0.019351146,80357,0.019733002,220.8140368,43.39024352,0.048477323,18+
108,Victor Hugo - Sefiller I. 1-Türkiye İş Bankası Kültür Yayınları (2016).txt,17888,520511,11.05512075134168,29.09833407871199,64.2259695073235,2030,0.1134838998211091,0.1280110984991802,3290,0.0166368316190822,197754,0.0169182985025506,217.88173379908,39.68774068823862,0.1147215088984139,12-15
109,Virginia Woolf - Kendine Ait Bir Oda-İletişim Yayınları (2015).txt,1755,76775,16.51225071225071,43.74643874643875,49.29110148905352,103,0.0586894586894586,0.0623486682808716,495,0.0170813347596535,28979,0.0173781772223002,212.4884165743757,33.94140672549106,0.0612720454131263,12-15
110,W. Shakespeare - Romeo ve Juliet-Remzi Kitapevi (2006) (1).txt,3069,55607,7.638644509612251,18.11893124796351,83.59268822875177,481,0.1567285760834148,0.1858578052550232,571,0.0243569509021882,23443,0.0249650227352221,219.1489694413077,49.7644860433855,0.1592138846596486,15-18
111,William-Shakespeare-Macbeth.txt,2508,58305,9.378389154704944,23.24760765550239,74.75965824950481,245,0.0976874003189792,0.1082633672116659,733,0.031163641001658,23521,0.0321660523082324,218.2869949118902,45.29874326517204,0.1011842005907536,15-18
112,Yakup Kadri Karaosmanoğlu - Kiralık Konak-İletişim Yayınları (1996).txt,4383,121554,11.54072553045859,27.73305954825462,72.16075814179155,902,0.2057951174994296,0.2591209422579718,450,0.0088962694976573,50583,0.0089761235114595,215.4510538659274,45.16862705965485,0.2060584821157156,15-18
